Date,Open,High,Low,Close,Volume,Adj Close
2004-08-19,100.000168,104.060182,95.960165,100.340176,44871300,50.119968
2004-08-20,101.010175,109.08018700000001,100.500174,108.31018300000001,22942800,54.10099
2004-08-23,110.75019099999999,113.480193,109.050183,109.40018500000001,18342800,54.645447
2004-08-24,111.24018899999999,111.60019199999999,103.570177,104.870176,15319700,52.382705
2004-08-25,104.960181,108.00018700000001,103.88018000000001,106.000184,9232100,52.94714499999999
2004-08-26,104.95018,107.95018799999998,104.660179,107.910182,7128600,53.90119
2004-08-27,108.10018500000001,108.620186,105.69018,106.150181,6241200,53.022068999999995
2004-08-30,105.280178,105.49018400000001,102.010172,102.010172,5221400,50.954132
2004-08-31,102.300173,103.71018000000001,102.160177,102.370175,4941200,51.133953000000005
2004-09-01,102.700174,102.97018,99.670169,100.250171,9181600,50.075010999999996
2004-09-02,99.190173,102.370175,98.94017,101.510173,15190400,50.704382
2004-09-03,100.950174,101.740174,99.32016800000001,100.01016899999999,5176800,49.95513
2004-09-07,101.010175,102.000178,99.610169,101.580175,5875200,50.739348
2004-09-08,100.740176,103.03018,100.500174,102.300173,5009200,51.098988
2004-09-09,102.530174,102.710175,101.000173,102.310174,4080900,51.103983
2004-09-10,101.600178,106.56018300000001,101.30017600000001,105.330177,8740200,52.612476
2004-09-13,106.63018500000001,108.41018899999999,106.46018500000001,107.500188,7881300,53.696397999999995
2004-09-14,107.450181,112.000192,106.79018400000001,111.490192,10880300,55.689406999999996
2004-09-15,110.560189,114.230195,110.20018600000002,112.000192,10763900,55.944152
2004-09-16,112.34019199999999,115.800201,111.65019099999999,113.970198,9310200,56.928171
2004-09-17,114.420198,117.4902,113.550195,117.4902,9517400,58.686414
2004-09-20,116.950204,121.600205,116.770202,119.36020800000001,10679200,59.620484
2004-09-21,119.810208,120.42020600000001,117.510203,117.840202,7263000,58.86124
2004-09-22,117.400203,119.670204,116.8102,118.380206,7617100,59.130972
2004-09-23,118.840207,122.63020700000001,117.020198,120.82020700000001,8576100,60.349754000000004
2004-09-24,120.94020800000001,124.100214,119.760209,119.830203,9166700,59.855245999999994
2004-09-27,119.56020500000001,120.88020700000001,117.80020400000001,118.260205,7099600,59.071031000000005
2004-09-28,121.300211,127.400217,120.210209,126.860221,17009400,63.366744
2004-09-29,126.70021399999999,135.02023799999998,126.23021999999999,131.080225,30661400,65.474638
2004-09-30,129.900219,132.300222,129.000219,129.600224,13823300,64.735377
2004-10-01,130.800218,134.240224,128.900221,132.580229,15196700,66.22389100000001
2004-10-04,135.250238,136.870228,134.030226,135.060228,13084600,67.462651
2004-10-05,134.660235,138.530238,132.240229,138.37023200000002,15044200,69.116
2004-10-06,137.550243,138.450243,136.000233,137.080241,13444900,68.471649
2004-10-07,136.92023500000002,139.88023700000002,136.550231,138.85023600000002,14182100,69.355762
2004-10-08,138.720233,139.680241,137.02023300000002,137.73023700000002,11122000,68.796322
2004-10-11,137.00023000000002,138.860237,133.850233,135.260224,10521800,67.56255
2004-10-12,134.440236,137.61023600000001,133.40023300000001,137.400238,11720800,68.631488
2004-10-13,143.320244,143.550244,140.08023400000002,140.900238,19860000,70.379739
2004-10-14,141.01023700000002,142.380239,138.560242,142.000249,10491700,70.92919499999999
2004-10-15,144.930247,145.500248,141.950242,144.110243,13257400,71.98313900000001
2004-10-18,143.200243,149.20025900000002,141.210249,149.160253,14103000,74.50562099999999
2004-10-19,150.500251,152.400263,147.350253,147.940256,18195900,73.896232
2004-10-20,148.03025300000002,148.990261,139.600245,140.490243,22830600,70.174947
2004-10-21,144.400252,150.13026200000002,141.620243,149.380252,29288200,74.615511
2004-10-22,170.540299,180.17031599999999,164.080282,172.430294,74060200,86.129018
2004-10-25,176.400296,194.430332,172.550295,187.40031499999998,65773900,93.606551
